osm_id,name,operator,highway_type,highway_name,highway_ref,lat,lon
12167848630,Atal Setu Toll Plaza,,motorway,Atal Setu,,18.9519971,73.0187814
12178701831,NH11,,trunk,NH11,NH11,28.0936514,73.8763616
12197077111,NH709,,trunk,NH709,NH709,28.3995076,75.5487608
12207980555,NH844,,construction,NH844,NH844,12.7380475,77.7465152
12213876632,NH751D,,trunk,NH751D,NH751D,22.5064819,72.4233769
12257210450,SH41A,,primary,SH41A,SH41A,22.5935677,78.4581058
12258762624,Bilaspur Ambikapur Highway,,trunk,Bilaspur Ambikapur Highway,NH130,22.4548375,82.4832331
12258762625,Bilaspur Ambikapur Highway,,trunk,Bilaspur Ambikapur Highway,NH130,22.4547386,82.4832837
12280954335,Delhi Eastern Peripheral Expressway,,motorway_link,Delhi Eastern Peripheral Expressway,,28.523059,77.5960736
12280954336,Delhi Eastern Peripheral Expressway,,motorway_link,Delhi Eastern Peripheral Expressway,,28.5229619,77.5961123
12280954337,Delhi Eastern Peripheral Expressway,,motorway_link,Delhi Eastern Peripheral Expressway,NE-2,28.5189999,77.5939731
12280954338,Delhi Eastern Peripheral Expressway,,motorway_link,Delhi Eastern Peripheral Expressway,,28.5190206,77.5941146
12280954339,Delhi Eastern Peripheral Expressway,,motorway_link,Delhi Eastern Peripheral Expressway,NE-2,28.516243,77.5983875
12280954340,Delhi Eastern Peripheral Expressway,,motorway_link,Delhi Eastern Peripheral Expressway,,28.5203532,77.6004508
12280954341,Delhi Eastern Peripheral Expressway,,motorway_link,Delhi Eastern Peripheral Expressway,,28.5203874,77.6005825
12282501069,,,construction,,,26.8803845,75.9274209
12307855453,,,trunk_link,,,28.6432672,73.9116208
12307855465,,,trunk_link,,,28.6427675,73.9123528
12307855469,,,trunk_link,,,28.6481261,73.9148642
12307855485,,,trunk_link,,,28.6487333,73.9141701
12317733668,ORR,,motorway_link,ORR,ORR,17.5376024,78.2344497
12317733669,ORR,,motorway_link,ORR,ORR,17.5376946,78.2346293
12328420092,NH37,,trunk,NH37,NH37,24.8436117,92.4046339
12328669404,Vashi Toll Plaza,,motorway,Sion-Panvel Highway,SPH,19.0664604,72.9832828
12347725328,Kozhikode - Kollegal Highway,,trunk,Kozhikode - Kollegal Highway,NH766,11.7799737,76.6138121
12347725329,Kozhikode - Kollegal Highway,,trunk,Kozhikode - Kollegal Highway,NH766,11.779968,76.6146735
12351676039,Narnaul-Bathinda Expressway,,trunk,Narnaul-Bathinda Expressway,NH148B,27.9327511,76.1269635
12351676040,Narnaul-Bathinda Expressway,,trunk,Narnaul-Bathinda Expressway,NH148B,27.9326315,76.1273578
12352476877,,,service,,,28.6489953,77.3169586
12352476878,,,service,,,28.6490117,77.3169443
12352499376,,,service,,,28.6487919,77.3168252
12352499377,,,service,,,28.6487959,77.316834
12378332878,NH30,,trunk,NH30,NH30,28.234709,79.5241061
12378332879,NH30,,trunk,NH30,NH30,28.2346159,79.5239047
12379112447,,,trunk_link,,,24.3786489,71.646967
12379112450,,,trunk_link,,,24.378774,71.6463834
12379112457,,,trunk_link,,,24.3818976,71.6471908
12379112462,,,trunk_link,,,24.3819303,71.6466119
12379133301,,,trunk_link,,,24.7143533,71.7688389
12389651395,NH52,,trunk,NH52,NH52,23.6570742,76.6149697
12396495610,Bikaner Bypass,,trunk,Bikaner Bypass,NH62,28.023339,73.4135451
12415235444,,,service,,,18.7404315,73.8393883
12415235445,,,service,,,18.7403791,73.839543
12415235455,,,service,,,18.7436335,73.8353619
12415235463,,,service,,,18.7466491,73.8360416
12432893104,,,motorway_link,,,13.0118195,78.4042555
12432893105,,,motorway_link,,,13.0117014,78.4044491
12434898265,,,motorway_link,,,13.043284,77.9997408
12434898266,,,motorway_link,,,13.0432348,77.9996148
12463302441,Talegaon Toll Plaza,MSRDC,motorway,Mumbai - Pune Expressway,MPE,18.7140876,73.6251498
12463302442,Talegaon Toll Plaza,MSRDC,motorway,Mumbai - Pune Expressway,MPE,18.7148989,73.6294891
12478966678,,,motorway_link,,,19.7451931,73.7717458
12478966679,,,motorway_link,,,19.7453741,73.7706726
12485891507,Amritsar–Jamnagar Expressway,,trunk,Amritsar–Jamnagar Expressway,NH754K,29.6828729,74.4338461
12485891508,Amritsar–Jamnagar Expressway,,trunk,Amritsar–Jamnagar Expressway,NH754K,29.6832623,74.4337145
12511778291,,,motorway_link,,,29.4620111,76.4402929
12511778292,,,motorway_link,,,29.463113,76.4369303
12511788230,Jind - Gohana - Sonipat Expressway,,trunk,Jind - Gohana - Sonipat Expressway,NH352A,29.275287,76.4769866
12511788231,Jind - Gohana - Sonipat Expressway,,trunk,Jind - Gohana - Sonipat Expressway,NH352A,29.2755092,76.4770015
12511789780,,,primary,,,29.2408409,76.5197807
12512650534,NH83,,trunk,NH83,NH83,10.4804005,77.6368808
12512650535,NH83,,trunk,NH83,NH83,10.4805175,77.637105
12517796872,NH69,,trunk,NH69,NH69,13.4436433,76.1378146
12517796884,NH69,,trunk,NH69,NH69,13.4439551,76.1380677
12522883477,NH52,,trunk,NH52,NH52,17.4731266,75.8554174
12543307805,,,trunk_link,,,24.5873868,71.7204328
12570795939,NH45,,trunk,NH45,NH45,23.017911,78.1221163
12584372669,NH327,,trunk,NH327,NH327,26.3188501,87.9026652
12584372688,NH327,,trunk,NH327,NH327,26.3189814,87.9026455
12607756049,,Hyderabad Metropolitan Development Authority,motorway_link,,,17.5612833,78.3640142
12607756050,,Hyderabad Metropolitan Development Authority,motorway_link,,,17.5617464,78.366114
12607756051,,Hyderabad Metropolitan Development Authority,motorway_link,,,17.5615452,78.3686347
12607756052,,Hyderabad Metropolitan Development Authority,motorway_link,,,17.5609197,78.3686394
12612418230,Bicholim Maulinguem Ladpem Dodamarg,,primary,Bicholim Maulinguem Ladpem Dodamarg,SH2,15.6566404,73.9478669
12614214857,NH24,,trunk,NH24,NH24,25.686018,83.5463021
12614214858,NH24,,trunk,NH24,NH24,25.6860621,83.5465113
12645271523,NH3,,trunk,NH3,NH3,31.8994822,77.1458459
12647786593,Kulu Highway,,trunk,Kulu Highway,NH3,32.0717905,77.1302006
12669631300,NH15,,trunk,NH15,NH15,27.0843386,93.8398448
12672448667,NH16,,trunk,NH16,NH16,18.057504,83.5206714
12672448668,NH16,,trunk,NH16,NH16,18.0574221,83.5207908
12673337653,NH17,,trunk,NH17,NH17,26.3050908,89.6188548
12690283772,NH28,,trunk,NH28,NH28,25.9790031,83.0566226
12690283773,NH28,,trunk,NH28,NH28,25.9788936,83.0567024
12690283774,NH28,,trunk,NH28,NH28,26.3683014,82.8867448
12690283775,NH28,,trunk,NH28,NH28,26.3682287,82.8866735
12690540799,NH129,,trunk,NH129,NH129,26.4953446,93.921233
12692281905,NH66,,trunk,NH66,NH66,14.7107665,74.2938745
12692281906,NH66,,trunk,NH66,NH66,14.7107147,74.2935319
12692499234,NH16,,trunk,NH16,NH16,20.0564737,85.5425315
12692499235,NH16,,trunk,NH16,NH16,20.0566393,85.5428239
12692502185,NH30,,trunk,NH30,NH30,25.9994685,81.2860136
12692502186,NH30,,trunk,NH30,NH30,25.9993974,81.2856763
12693779831,NH130,,trunk,NH130,NH130,22.7665388,82.480343
12697124428,NH52,,trunk,NH52,NH52,17.0083477,75.758763
12697124429,NH52,,trunk,NH52,NH52,17.0082759,75.7590231
12697124598,NH52,,trunk,NH52,NH52,16.6374872,75.7316579
12704199668,NH44,,trunk,NH44,NH44,27.3372479,77.7375552
12704318795,NH44,,trunk,NH44,NH44,21.7023748,79.4330919
12704318796,NH44,,trunk,NH44,NH44,21.7021673,79.4333882
12707722809,NH50,,trunk,NH50,NH50,18.0950149,77.2584071
12708147636,Gadag Road,,trunk,Gadag Road,NH67,15.3700077,75.3574187
12716576207,NH63,,trunk,NH63,NH63,18.8431155,79.7729703
12734558238,Vijayapura Road,,trunk,Vijayapura Road,NH52,15.4735247,75.3056767
12734558239,Vijayapura Road,,trunk,Vijayapura Road,NH52,15.4744356,75.3058319
12751906758,,,service,,,20.1371738,85.8392657
12751906759,,,service,,,20.137176,85.8392117
12751906760,,,service,,,20.137184,85.8390569
12751906761,,,service,,,20.1371893,85.8390132
12819996738,NH18,,trunk,NH18,NH18,23.3889987,86.2870822
12821597671,NH120,,trunk,NH120,NH120,24.9963693,84.592075
12821597672,NH120,,trunk,NH120,NH120,24.9954106,84.5931548
12822453945,NH20,,trunk,NH20,NH20,24.6853877,85.5070173
12822559073,Rajamunda - Rimuli Road,,trunk,Rajamunda - Rimuli Road,NH520,21.9911729,85.1193773
12822559074,Rajamunda - Rimuli Road,,trunk,Rajamunda - Rimuli Road,NH520,21.9913023,85.1193793
12822559075,Rajamunda - Rimuli Road,,trunk,Rajamunda - Rimuli Road,NH520,22.0521046,85.4943745
12822559076,Rajamunda - Rimuli Road,,trunk,Rajamunda - Rimuli Road,NH520,22.0519327,85.4943094
12823713522,NH23,,trunk,NH23,NH23,26.5004778,75.9985392
12825727479,NH128,,trunk,NH128,NH128,26.2457782,81.593895
12826329473,Mantralaya Road,,trunk,Mantralaya Road,NH167,16.0326553,77.404708
12827428137,NH730,,trunk,NH730,NH730,27.0829738,83.2326094
12829604355,Anantapur - Krishnagiri Road,,trunk,Anantapur - Krishnagiri Road,NH42,14.5001994,77.7966393
12829604356,Anantapur - Krishnagiri Road,,trunk,Anantapur - Krishnagiri Road,NH42,14.5001048,77.7965607
12829607633,Krishnakiri - Kuppam - Madanapalle,,trunk,Krishnakiri - Kuppam - Madanapalle,NH42,13.3362161,78.6129771
12829902866,NH44,,trunk,NH44,NH44,27.8553696,77.402693
12829902867,NH44,,trunk,NH44,NH44,27.8554339,77.4027643
12830459375,NH544D;NH544F,,trunk,NH544D;NH544F,NH544D;NH544F,15.4659736,79.0724714
12831633507,NH146,,trunk,NH146,NH146,23.7971794,78.5453798
12835204834,NH352,,trunk,NH352,NH352,29.0072401,76.5085036
12835204835,NH352,,trunk,NH352,NH352,29.0070778,76.5082056
12837358393,Pune Nashik Road,,trunk,Pune Nashik Road,NH60;NH160,19.9103913,73.9051773
12837358394,NH60;NH160,,trunk,NH60;NH160,NH60;NH160,19.910266,73.9050648
12840389453,NH166,,trunk,NH166,NH166,17.5921536,75.5914895
12840389454,NH166,,trunk,NH166,NH166,17.5920522,75.5916145
12840396902,NH166D,,trunk,NH166D,NH166D,18.7904171,73.2713752
12840510798,NH67,,trunk,NH67,NH67,15.1590523,77.4769351
12841105505,NH75,,trunk,NH75,NH75,12.9580649,79.0051094
12841143540,NH168,,trunk,NH168,NH168,24.4940721,72.2689748
12871625902,Khalapur Toll Plaza,,motorway,Mumbai - Pune Expressway,MPE,18.8042642,73.2836472
12872576212,Ladowal Toll Booth,NHAI,,,,30.9890354,75.7904591
12878946439,NH25,,trunk,NH25,NH25,26.122038,74.0626091
12878946440,NH25,,trunk,NH25,NH25,26.1219356,74.0624991
12878946481,NH25,,trunk,NH25,NH25,26.2788885,73.3942515
12878946482,NH25,,trunk,NH25,NH25,26.2787598,73.3943032
12878970503,NH125,,trunk,NH125,NH125,26.5787837,72.3260836
12878970504,NH125,,trunk,NH125,NH125,26.5812111,72.3258856
12879201005,NH325,,trunk,NH325,NH325,25.3480939,72.6887581
12879201006,NH325,,trunk,NH325,NH325,25.4862175,72.5696183
12886566037,NH27,,trunk,NH27,NH27,25.7364858,93.1387116
12886566038,NH27,,trunk,NH27,NH27,25.7364797,93.1385544
12890583840,Samruddhi Mahamarg exit toll,,motorway,Samruddhi Mahamarg,,19.3268405,73.2013938
12890583842,Samruddhi Mahamarg Entry toll,,motorway,Samruddhi Mahamarg,,19.3273733,73.2013463
12918722073,,,secondary,,,17.4077598,78.3152996
12959050725,Lane 1 - Oversided Vehicles and Cash Lane,,motorway,Lane 1 - Oversided Vehicles and Cash Lane,,13.0442109,77.9123499
12959050739,Lane 2 - FASTag,,service,Lane 2 - FASTag,NE7,13.0442646,77.9123963
12959050741,Lane 3 - FASTag,,service,Lane 3 - FASTag,,13.0442986,77.9124448
12959050744,Lane 4 - FASTag,,service,Lane 4 - FASTag,,13.0443341,77.9124883
12959050747,Lane 5 - FASTag,,service,Lane 5 - FASTag,,13.044371,77.9125304
12959050750,Lane 6 - FASTag,,service,Lane 6 - FASTag,,13.044406,77.9125721
12959050753,Lane 7 - FASTag,,service,Lane 7 - FASTag,,13.0444417,77.9126161
12959050756,Lane 8 - FASTag,,service,Lane 8 - FASTag,,13.0444762,77.9126637
12959050759,Lane 9 - FASTag,,motorway_link,Lane 9 - FASTag,,13.0445143,77.912704
12959050879,Lane 1 - Oversided Vehicles and Cash Lane,,motorway,Lane 1 - Oversided Vehicles and Cash Lane,,13.0445692,77.9175626
12959050881,Lane 2 - FASTag,,service,Lane 2 - FASTag,NE7,13.0445114,77.9175248
12959050884,Lane 3 - FASTag,,service,Lane 3 - FASTag,,13.0444773,77.9174802
12959050887,Lane 4 - FASTag,,service,Lane 4 - FASTag,,13.0444398,77.9174346
12959050890,Lane 5 - FASTag,,service,Lane 5 - FASTag,,13.0444047,77.9173901
12959050893,Lane 6 - FASTag,,service,Lane 6 - FASTag,,13.0443684,77.9173493
12959050896,Lane 7 - FASTag,,service,Lane 7 - FASTag,,13.0443333,77.9172976
12959050899,Lane 8 - FASTag,,service,Lane 8 - FASTag,,13.0443029,77.9172592
12959050902,Lane 9 - FASTag,,motorway_link,Lane 9 - FASTag,,13.0442643,77.9172135
12965604686,Salem - Thirupathur - Vaniyambadi Road,,trunk,Salem - Thirupathur - Vaniyambadi Road,NH179A,11.9670643,78.4252244
12968753753,Salem Villupuram,,trunk,Salem Villupuram,NH79,11.5926854,78.7808079
12974284186,NH75,,trunk,NH75,NH75,12.9578304,79.0045764
12987894340,NH81,,trunk,NH81,NH81,11.2678143,79.545386
13017076023,,,trunk,,,18.6199038,84.0409362
13019363207,,,secondary,,,17.4066988,78.3157067
13040755172,,,service,,,17.239156,78.4263898
13040755176,,,service,,,17.2390971,78.4263898
13040755179,,,service,,,17.2389941,78.4263944
13061285132,NH67,,trunk,NH67,NH67,15.1591501,77.4769201
13098711466,Suryapet - Khammam Expressway,,trunk,Suryapet - Khammam Expressway,NH365BB,17.192222,79.8713533
13104102845,,,trunk_link,,,24.7151294,71.7730838
13104102852,,,trunk_link,,,24.5877306,71.7200804
13104102853,,,trunk_link,,,24.4189436,71.6499399
13104102854,,,trunk_link,,,24.4184378,71.6491411
13104107838,,,trunk_link,,,24.0877279,71.4703909
13104107843,,,trunk_link,,,24.0906564,71.470533
13104107890,,,trunk_link,,,24.0901569,71.4715415
13105173586,,,trunk_link,,,24.0877966,71.4692448
13105284127,,,trunk_link,,,29.2809518,76.469925
13105284128,,,trunk_link,,,29.2810503,76.4698513
13106024572,Narnaul Delhi Expressway,,trunk,Narnaul Delhi Expressway,NH11,28.1420827,76.3599427
13106024573,Narnaul Delhi Expressway,,trunk,Narnaul Delhi Expressway,NH11,28.14237,76.3597309
13107123389,,,trunk_link,,,29.3694852,76.4792237
13107123390,,,trunk_link,,,29.3695915,76.4789667
13108470251,,,trunk_link,,,26.877086,75.9290698
13108619674,,,trunk_link,,,28.0691296,73.5626931
13108619675,,,trunk_link,,,28.069226,73.5625736
13108619681,,,trunk_link,,,27.7595213,73.3597791
13108619682,,,trunk_link,,,27.7594311,73.3600742
13110460765,,,motorway_link,,,24.2984536,75.6467805
13110460766,,,motorway_link,,,24.2982652,75.647027
13112743122,,,trunk_link,,,28.212232,76.1941003
13112743123,,,trunk_link,,,28.2123602,76.1933469
13147917561,Urban Extension Road-II,,trunk,Urban Extension Road-II,NH344M,28.6727773,77.0111341
13147917562,Urban Extension Road-II,,trunk,Urban Extension Road-II,NH344M,28.6730855,77.0110402
13174989702,Mopa Airport Link Road,,trunk,Mopa Airport Link Road,NH166S,15.689425,73.8379982
13174989703,Mopa Airport Link Road,,trunk,Mopa Airport Link Road,NH166S,15.6894017,73.8382316
13192339413,,,motorway_link,,,28.1267476,77.4053201
13192339419,,,motorway_link,,,28.1265181,77.4061677
13192339431,,,motorway_link,,,28.1290633,77.4059531
13192339434,,,motorway_link,,,28.1286754,77.4068248
